3R3YRB5GRG1R2XQZDWPJSZAB4QZUAK W366 |Clockwerk solo kills crystal maiden using ultimate and kegs|
3MH9DQ757XASCO32ZWHTOLLE2LHGUN W233 |Clockwerk trapped and killed Crystal Maiden with his ultimate and Cogs.|
34BBWHLWHB9J0JY2KKWXRLJR2EUWI4 W155 |xXxBLINDKILLER555xXx -KILL- Your Friend&#13;twitch.tv/rayn3dulu -KILL- E G O I S T|
3WLEIWSYHPFXS8PB0IP5322NYVY2HF W112 |green team  gets a kill onto red team at 26:52 in scoreboard time|
3URFVVM166GS35Y7PO5I9S1KDC5ZUR W84 |Clockwork kills Crystal Maiden by using hookshot, battery assault, and trapping her within cogs.|
3ZSY5X72NY9OO9SJJLZWOJ7WM96ROL W360 |The player kill a strong mob|
3X31TUMD7YKSPJQ58Z4PQBLPN6BL16 W253 skip
3LPW2N6LKU0UWREII0Y2KOUPCFT5UQ W370 |Continuous destruction by player kill em all|
3OXV7EAXLFO6G11D8ZC6PLIPVYN634 W142 |xXxBLINDKILLER555xXx killed Your Friend|
3U0SRXB7CE366OS7I6ZJ9U7RW2XNR4 W83 |Clockwerk killed Crystal Maiden using normal damage inside Power Cogs|
3CFVK00FWMJNW5R2E5G6L7C6VK06L4 W182 skip
31Q0U3WYDQDTAY13453F763OSPH710 W306 |Clockwerk killed the Crystal Maiden.|
3ITXP059PXHMOD1ZIX7W6XV6APXJSH W412 |xXxBLINDKILLER555xXx killed I have to have my China|
3TR2532VIQSH1F32BK4T5SZES0E6JW W0 |Clockwerk killed Crystal Maiden |
3IOEN3P9S8HA6YNYLVYN1S3SYJU163 W217 |Blindkiller at had double kill 18 minutes into the video &#13;Ihave tohave my china is on a mega kill at the same time ...then ends at 19 min 21 sec. &#13;&#13;|
3IGI0VL648I39B0RQEIFFZ2MLBAONL W366 |queen of pain kills silencer in middle with her ultimate|
3X66WABAJXG8DUQJKCLS1CVEP8V3G0 W209 |Recovery killed twitch.tv/lvlonster 257|
3FQ5JJ512MMKJKFCSMQM8ILD164KN1 W233 |Queen of Pain killed Silencer with the combination of her ultimate, blink, 1st and 3rd skills.|
3S4AW7T80CG9HINOVHNRO9SSZQ54LM W112 |Red team gets a kill onto green team at 9:17 in scoreboard time|
3RGU30DZTB6JQIOUY0BAUOW0HSPJMY W84 |Queen of Pain blinks in and uses her ultimate to kill Silencer|
3U4J9857OF9UNWJV62W4DIGXE0G7BP W259 skip
3QRYMNZ7FZFJM35ZMV4E9989KMNTNE W370 |Player beats em and wreaks havoc kills invaders|
3DYGAII7PM66X8PKL6NB8T2H0U3QP7 W120 skip
3R6BYFZZP8AEFS12THMYQ7K6VSYFXN W83 |Silencer was killed by QOP Queen of Pain using Sonic Wave|
38F5OAUN5OA4E9MH6U60ZTJVAJT7HQ W0 |Queen of Pain killed Silencer |
3U4J9857OF9UNWJV62W4DIGXF617BN W36 |You are killing all the bad characters in the game. The red dot is the aimer and sheows you who the target is on.|
345LHZDEDYQRICRE4HA95RW5ZPNU3N W203 |Queen of Pain killed Silencer|
34Q075JO1YBFSN1JJ6I6SRT1LGB105 W52 |Recovery KILLED twitch.tv/ivlonster 257|
3SEPORI8WOX8OWK9JJOR9RPQ7I4ZAP W363 |Recovery killed twitch.tv/1v1onster|
3QRYMNZ7FZFJM35ZMV4E9989LTLNTL W412 |Recovery killed twitch.tv/ivlonster|
3KB8R4ZV1F5DGPUWZ50YJVTQD05BGW W233 skip
3M23Y66PO35A0IMSYED7XTQ1NAX6SZ W353 skip
3WJEQKOXA90BT0Z1B8FZHX5ETTJ1A9 W373 skip
3OWEPKL08AAWO58S9S1D4DGRVNPN7L W278 skip
38F71OA9GUU3LG2YFAKPFQ48OL0MFQ W98 skip
33CKWXB73KIFZCM1FPM66WCBP0P11Z W112 skip
3TOK3KHVJUGE6Q84A71QJ2GWLX2O79 W22 |two teams are fighting against each other you have the green team and red team|
3CCZ6YKWR8HWCZQFKP3BOS7BZST959 W84 skip
3PJ71Z61R50XOHPWJ21ZL2UUNDW911 W220 |The player killed all of the enemies invading his land. Th last kill was a giant explosion creating a giant hole in the ground with the phoenix flying above it. |
3TDXMTX3CCSL64JWT2JTTRKEEFC6IU W370 |Massive explosion destroyed enemies|
392CY0QWG2P7RHFIAEQEWT00IPBI4S W170 skip
3COPXFW7XCAKM5RP813EC7Q81PXKPX W142 skip
3LKC68YZ3B1TW595IF92BIFDERKWOY W83 skip
3DYGAII7PM66X8PKL6NB8T2H10QQP7 W155 |I have to have my China -KILL- KingArthas(21)&#13;Mendoza -KILL- twitch.tv/rayn3delu&#13;|
3PS7W85Z800YX115LLL9R8DPG3G9TI W0 |Radiant won the game|
3RRCEFRB7NAX491C44YXA6WNNVX4B3 W366 |Witch doctor is ganked by shadow shaman, spirit breaker and storm spirit, but his team manages to counter gank with phoenix and kills spirit braker|
31JLPPHS2VSW577H8VY06L4GGUMO38 W233 |Witch doctor killed Spiritbreaker with the help of his team.|
3FPRZHYEPZ5RVRGE97KE1DYOCOAV3A W112 |red team gets a kill onto green team at 13:51 in scoreboard time|
37TRT2X24RPN7RKX7BL1G8L65TOJBC W84 |Witch Doctor kills Spirit Breaker after Radiant (spirit breaker's team) fails to gank witch doctor and storm|
34V1S5K3GTZSV3QTP8DGGYLBVP169N W370 |Massive explosion killed all invaders|
3ATTHHXXWBMYPJ3SUPSJT4XYCPGIXI W412 |Mendoza killed twitch.tv/rayn3delu|
3ZY8KE4ISK1J2SMG7IWAELRZNOTVQZ W0 |Witch Doctor killed Spirit Breaker|
34S9DKFK74NF3P4TW1RDHQ0O0VIYN0 W191 skip
3Z2R0DQ0JICL8YY9AHHZIZ5A7OSE2G W207 |Player Mendoza killed player twitch.tv/rayn3delu|
3MHW492WW1BSHDOOFPPTXC7UDOGVMY W351 |Spirit Breaker was killed in fight. |
32EYX73OY17J1ECGF7B5NPZL547RUU W384 |YourFriend was killed |
3JBT3HLQF90FB0QB826OZMEL64YZPZ W226 |I find it an entertaining, fun and contagious game. I would love to play it|
3I0BTBYZAYJCITCMVVPF6E4BS2J0Y3 W275 |Clockwerk killed phoenix&#13;Brewmaster killed Crystal maiden&#13; Brewmaster killed storm spirit|
3IXEICO793HBFIZ7NEIX7YMNQ3N6TL W401 |Nearest death close to the red dot is: Mendoza killed |
3GNA64GUZF224Y711REXANX0A1E5QR W350 skip
3XUHV3NRVLWPR58YI1R3195ZI415HT W233 |Juggernaut double-killed Rubick and Silencer with the use of his ultimate and 1st skill.|
3SBEHTYCWO1NPOT2ZLELCI47DMKIYF W370 |Player committed enemy double kill|
3CCZ6YKWR8HWCZQFKP3BOS7BZRY95C W353 |I play for fun, u play for life killed bulba is my only friend|
3NL0RFNU0GLYXC56AHBQ99FDAPP4K6 W278 skip
3RYC5T2D74R6994KYLCBDJCMWETPRR W112 |green team gets a kill onto red team at 12:06 in scoreboard time|
3U088ZLJVLR8TOHMGU7RLHJVGLYW0W W311 skip
3R5F3LQFV3IXQ0EAT2T9AM9VVQMZOJ W84 |Juggernaut kills Rubick|
3IOEN3P9S8HA6YNYLVYN1S3SXEB169 W83 |Juggernaut killed  Rubick using Blade Fury|
384PI804XTZFM70DWPXQOSGAABGS0X W119 |pk killed jks and unfair&#13;Bulba is my only friend killed Annihilate|
338JKRMM27XMXBKFDXIK9KLLBRWAHH W412 | pk t23 killed player J&amp;S|
3TE3O857316AH23EWN1ZH64TMC5R2R W0 |JUGGERNAUT killed Rubick |
3RXCAC0YISNUERWPWTGOST3P6328GV W217 |PK 23 did a mega kill with double kill |
3S06PH7KSS29R72DVI617YDKF64D1W W303 |The player killed the other player|
3RJSC4XJ11SEG522KTKIVH6IXXA50N W207 |Player pk &#12498;23 killed player J&amp;S|
3IJXV6UZ1YHESNHGLQMR4MBAB9KIRD W351 |Shadow fiend was killed by Luna. |
3L4PIM1GQUE0INWLP88UQA5Y0IXYRT W260 skip
30JNVC0ORAIEKRRW2TF6ZK0QE0KHQE W233 |Invoker killed Treant Protector with a combination of skills.|
34X6J5FLPUWABXMMQTIRBXG5RSQQJU W168 |WLS killed by group, screen and type is too damn small to see |
3Z3ZLGNNSJSZQJKXN8Q4VQZGVVKQ3Y W155 |SR- -KILL- Top1.Sochi&#13;Darous -KILL- WTS|
3AMYWKA6YCKV2QUZRXWYDOG0QMD6ON W98 skip
36U2A8VAG2XEVJJQZOZXPYJK5RYYKX W112 | red team gets a kill onto green team at 52:15 in scoreboard time|
3LPW2N6LKU0UWREII0Y2KOUPCD35UW W84 |Invoker kills Treant|
3QL2OFSM97G20M3O099OKZ85W0ENCG W370 |Player killed invading enemies&#13;&#13;&#13;|
3COPXFW7XCAKM5RP813EC7Q81PYKPY W142 |Darou killed WTS 220 gold|
3HSYG7LRBKWJBEU9V9Y6GQ497FYKK3 W83 skip
3C6FJU71TRRSYFO2T23ZVLSI7LFYUJ W243 |Darou on green killed WTS on red @3:57|
3GLB5JMZFYT6VMSGD1R4ELHQHUHDGO W0 |Invoker killed Treant Protector|
3JAOYWH7VJ2AEOT0CCJI5H38MQ6L93 W203 |Invoker killed Treant Protector|
3ATTHHXXWBMYPJ3SUPSJT4XYCP5XIM W91 |WTS was killed by cysapa5000|
3Y9N9SS8LZ951AGSIMKKVRSHDPXD31 W217 skip
3DEL4X4EL7JKFJIXY7EMFSRM1ZIYXP W140 skip
3MMN5BL1W02854M5VFJNEHFBLU4M3O W366 |Brewmaster is ganked by Phoenix and PA, dying|
37U1UTWH9WKL3H53C4A0RXHW73Y8RT W233 |Phoenix killed Alchemist with Sunray.|
3G0WWMR1UWI6UND75RAJ44XM0CVQNY W209 |Mendoza killed KingArthas (21) 481|
3ATTHHXXWBMYPJ3SUPSJT4XYBG5XI3 W190 |Mendoza killed KingArthas|
3WEV0KO0ONQ9LR1781LL3Z0T4X5SD0 W112 |red team gets a kill onto green team at 46:19 in scoreboard time|
3S0TNUHWKUGR27MYU3FGM80SS37D8U W84 |Witch Doctor kills Brewmaster|
3Z2R0DQ0JICL8YY9AHHZIZ5A6HB2E8 W370 |Marching army of invaders got blasted|
3WQ3B2KGE9EGCA4THMFVC8PKBFV1B3 W83 |phantom lancer killed phoenix using Spirit Lance |
3R6BYFZZP8AEFS12THMYQ7K6VSFFX4 W306 |Phantom assassin killed the Panda Warrior.|
39JEC7537VZF8RCX20VFUG2IJ9KCV3 W412 |Your Friend killed xXxBLINDKILLER5xXx&#13;&lt;???&gt; killed Dracula713|
3Z2R0DQ0JICL8YY9AHHZIZ5A7NH2ER W0 |Phoenix killed Alchemist|
34J10VATJGWEGM2G8BXRZW15FMGQIG W217 |at 38.sec into the video ??? ( his name is ??? as shown on video) did a mega kill streak. |
333U7HK6IADGMOIHL7C7BY969NPJDR W155 |Dracula -KILL- Your Friend&#13;I have to have my China -Kill- @dpmlicious&#13;xXxBLINDKILLER555xXx -KILL- I have to have my China&#13;Your Friend -KILL- xXxBLINDKILLER555xXx&#13;&lt;???&gt; -KILL- Dracula &#13;Mendoza -KILL- King Arthas(21)|
3CPLWGV3MPX02OWLOPZXI97XRMXN90 W320 skip
37W3JXSD6765QJD7O2I0D9DFSXDYWX W366 |Enigma manages to countergank and kill earth shaker in mid, with stun and auto attacks|
36ZN444YTSWBVAP0TY5NAR65ZCFOI4 W233 | Earthshaker killed Pudge with an echoslam and a follow-up stun.|
3BGYGHDBBYITDIMTHXMYGYWL9BZ22E W155 |Yakeen -KILL- RRL&#13;Recovery -KILL- mode.emochu(sad)&#13;HAO -KILL- Bulma is my only friend|
3XCC1ODXDM9R9L5ZYYR0DO2W19WRQZ W278 skip
3YHH42UU5CDSIU5NCG0PC62FIERL0P W112 |green team gets a kill onto red team at 18:13 in scoreboard time|
39GHHAVOMGP3MSZOSWBE8UF0V174JR W84 |Enigma kills Earthshaker|
3PW9OPU9PRIMOX4XYTMKBFMGH7621M W404 |"Yakeen" was killed by "Dragon Roost Island"|
3O7L7BFSHFNPJJCBZK2R5FCRVDXEIK W370 |Player annihilated incoming enemies|
3GNCZX450JLEASI3WAQPITNCXH7PA0 W0 |Enigma kills Earthshaker |
30BUDKLTXETD7VHWS0JXG68MRXP5EC W52 |BRAVE THE OCEAN KILLED Yakeen 233|
3NVC2EB65RX8ZLBJEI7Y8C2IVEBY34 W412 |Recovery killed Tower|
3Z7VU45IPZFCU879N0VYYQWN3OHZ1K W371 skip
3ERET4BTVN7ZUIBIRC7HQHQTXRYK9Y W207 |Player BRAVE THE OCEAN killed Player Yakeen|
3WI0P0II62QXKC1UTCLGDPVXJ4ADR4 W8 skip
3LRLIPTPER7DZ1LNJILHMC1D39LAK8 W351 |Sven was killed behind the mid tower|
